Timestamp,Please enter your worker ID,Please enter verification code from this writing session (session_id),Is English your first language?,"During this writing session, the suggestions you received were grammatically correct, and contributed to the fluency of the story.","During this writing session, the suggestions helped me come up with new ideas.","During this writing session, I felt like that I would have written a *better* story if I wrote the story alone.","During this writing session, the system was competent (having expert knowledge and ability to perform a task successfully) in writing.","During this writing session, the system was capable of writing creative stories.","During this writing session, the system understood what I was trying to write.",Which aspects of the suggestions (that you received during this writing session) can be improved? Any specific examples?,It was easy to write with the system.,I am satisfied with the story I wrote.,I am confident in my ability to write a story with the help of the system.,I feel like the story is mine. ,____% of the story is written by me (and the rest is written by taking the suggestions). [between 0-100%],"If the system is available for free, I would reuse the system.",Any feedback/comment? (optional)
8/23/2021 11:00:17,A2ONILC0LZKG6Y,a96faa69af9e4ad4a252760ed12177aa ,Yes,5,4,3,6,3,4,"Several time the suggestions weren't very creative, and/or all of the suggestions in a given block were nearly the same and too simple. It got better the more I wrote, but at that point I had a story already laid out in my head. More creative suggestions in the beginning, even at the risk of being illogical, would have been helpful.",5,6,6,6,85,6,
8/23/2021 19:27:49,A2ONILC0LZKG6Y,67e2ebb79ef7428db8828883d135c55f ,Yes,6,6,2,6,6,6,"These ones were pretty good. a few of them were counter to things I had already written in a weird way, but that wasn;t necessarily bad as it made me think about what I had already written and how it might change.",6,5,6,6,80,6,
8/23/2021 20:24:54,A2ONILC0LZKG6Y,8aaeed79e40d463dbc24a84ec0784b64 ,Yes,6,4,3,6,4,5,"The suggestions this time were a mix of very obvious plot direction, and ones that completely contradicted the initial prompt/what I went with. For some reason, even though the initial prompt said I hadn't gotten the drug, a number of suggestions all revolved around me having gotten the drug. ",6,6,5,6,90,5,
8/24/2021 8:35:06,A2ONILC0LZKG6Y,d9905c44ab9a4489a89581f052f34624,Yes,6,6,2,6,5,5,"I feel like the range of suggestions got narrower as the story progressed, but not necessarily going in the direction I was. Also, a lot of the suggestions seemed more like filler, rather than creative ideas to help me move forward.",6,5,6,6,85,6,
8/24/2021 9:22:17,A2ONILC0LZKG6Y,ec24291e0d4249d3bfe149ccf6d836bb,Yes,6,6,1,6,6,6,"I didn't notice any major flaws this time. Just once where it had nothing to offer, even trying tab a few times.",6,6,6,6,80,6,
8/24/2021 9:55:27,A2ONILC0LZKG6Y,65002bc1af0b4d27a1b05e85d0090955,Yes,6,6,2,6,6,6,"Nothing seemed off this time. I liked that suggestions were man incorporating minor characters that I had not used in a while, it was a good reminder they were there even if I didn't use the specific suggestion.",6,6,6,6,80,6,
8/24/2021 13:05:18,A2ONILC0LZKG6Y,ead266bd00fd4423be98ad8176af3a17,Yes,6,5,3,6,4,5,"It started out pretty well, but about 2/3 through it was almost like it had decided where the story should go and only offered suggestions along that line. Unfortunately that was not the way I wanted to go.",5,5,5,6,85,6,
8/24/2021 13:20:06,A2ONILC0LZKG6Y,13e995bed7f54f46a51f8dea2fd99c16,Yes,6,6,2,6,6,7,"I really don't have any improvement suggestions this time. All the suggestions fit well, were diverse and creative enough, and followed the tone I set for the story. ",7,6,6,6,80,7,
8/24/2021 13:43:12,A2ONILC0LZKG6Y,d9389125a7624e34a2fde4243f88bdd6,Yes,6,5,2,6,5,6,"I feel like some of the best suggestions came a couple of paragraphs too late - after I had already moved on to another point. Though, that would probably actually be helpful if I was writing a story for a purpose, since I could go back and revise with better ideas as I went.",6,5,6,6,80,6,
8/24/2021 18:25:56,A2ONILC0LZKG6Y,6fd6bb19857c4f5d9d615b349fe6087b,Yes,6,5,2,6,5,5,"It would be nice if I could pick a theme or tone at some point and have the suggestios angled in that direction. I tend to want quirky, or twisty, or satirical feels and mostly of the suggestions are fairly straight laced.",5,6,6,7,85,6,
8/24/2021 18:43:36,A2ONILC0LZKG6Y,dfbab4c8263444ef9d9e9d25e3e581f4,Yes,6,4,3,6,4,3,I don't thing the system is good at stories with a humorous bent; certainly not at helping them progress. All the suggestions were either contrary to my direction or mere filler. ,4,5,5,6,90,4,
8/24/2021 19:20:04,A2ONILC0LZKG6Y,fb763e77cfa94c7180537892300832e6,Yes,6,5,2,6,5,5,"I don't have any specific suggestions this time. I had decided the path about halfway through, which made it a bit harder to incorporate the suggestions I asked for. ",6,5,6,6,85,6,
8/25/2021 10:44:47,A2ONILC0LZKG6Y,3969517100834dbc813b628a27fed790,Yes,5,5,5,5,5,5,"I feel like the story got the characters, or at least the characters place in the story, mixed up a couple of times. ",5,3,5,5,70,5,
8/25/2021 11:07:08,A2ONILC0LZKG6Y,d92b90266d8444da9623553a6370cbb8,Yes,6,4,6,6,3,4, Almost none of the suggestions seemed to help move the story forward. Most of them were  just restatements or slight elaborations on things I had already typed. ,5,2,5,5,70,4,
8/25/2021 13:46:11,A2ONILC0LZKG6Y,72b49bf3c2434ea498475566e09690fb,Yes,5,3,4,5,3,3,"The grammar was fine, and I suppose the suggestions were reasonable. But they were boring and all seemed to follow a preset story idea (not mine) that wasn't very creative.",4,4,5,6,90,5,
8/25/2021 16:01:36,A2ONILC0LZKG6Y,f6dc009e6d5c4c03a667ca201438077a,Yes,6,4,4,5,4,4,"A few times it only offered a couple of almost identical suggestions. Even a bit a random suggestions would have been better than just two thing that were essentially "", said X"" ",6,4,5,6,90,5,
8/25/2021 16:24:36,A2ONILC0LZKG6Y,c039bcb6f714453da0b08e92e1000f8d,Yes,6,5,3,6,5,5,"It wasn't very creative, but the filler type lines it provided were pretty good. ",6,6,6,6,85,6,
8/31/2021 8:44:46,A2ONILC0LZKG6Y,fe73becf5e134d409a307434472d083b,Yes,6,5,3,6,5,4,"I didn't notice anything specific this time; they seemed overall adequate and average. Not astounding, but not useless, not totally repetitive, etc.",6,4,6,6,85,6,
9/3/2021 8:52:47,A2ONILC0LZKG6Y,3d97d6e505e24a4a9f6b90623a8dd53b,Yes,6,5,3,6,6,4,"I felt like the AI decided early on what direction it wanted to go (or more likely where it thought I wanted to go) and kept giving suggestions along those lines, though I was going on a slightly different path. Also, a lot of the suggestions seemed more like filler or extensions rather than new ideas or ways to move forward.",6,4,6,6,85,5,
9/3/2021 11:10:25,A2ONILC0LZKG6Y,9161cb7544bf4fca8c796ee3c5b6b150,Yes,6,6,2,6,6,6,"I think they were pretty good this time. By the end they were getting a little boring/more filler than helpful, but that was probably because I had already decided how to proceed and finish the story.",6,6,6,6,75,6,
8/16/2021 15:16:45,A2OVOVZBJYUO,ddb30c809dfe47f8b0d0c10147b240b4,Yes,6,6,3,6,6,5,Not really.,7,4,5,5,60,7,
8/17/2021 20:53:50,A2OVOVZBJYUO,b1764d1ab84a4d23a983a53fff269aed,Yes,6,6,2,6,6,6,none that I can think of.,7,6,6,6,70,6,
8/19/2021 14:38:36,A2OVOVZBJYUO,949e2852c2a74afa83eb332ccd301159,Yes,5,5,3,5,5,5,These suggestions didn't seem as entertaining as some of the previous ones I have seen.,6,4,4,4,80,6,
8/22/2021 15:05:14,A2OVOVZBJYUO,ee760edb666e4f46aedee408975a9c9d,Yes,6,4,3,5,5,5,At one point it only had one suggestion for me.,6,3,6,6,85,6,
8/23/2021 21:51:17,A2OVOVZBJYUO,200b5a62bded44f6ba8320c117bee58a ,Yes,7,5,3,4,4,6,"It didn't have any suggestions for me for a lot of the story, and once it suggested ""Bibliography""",6,4,4,6,85,6,
8/23/2021 22:04:14,A2OVOVZBJYUO,5221640d7c074d4a88f42e3891135350 ,Yes,6,6,2,6,6,6,It was very good this time. I especially liked the Bambi part at the end.,7,6,6,5,65,6,
8/23/2021 22:28:05,A2OVOVZBJYUO,301899b1e6be4d77b5995d94546a55ed ,Yes,7,7,4,6,7,7,The suggestions I received were relevant and well written.,7,5,6,5,70,6,
8/28/2021 20:53:43,A2OVOVZBJYUO,c6f6096483ef447ebcdccc2fa16ce0b7,Yes,6,6,3,6,6,6,The suggestions were very on-subject.,6,5,6,6,65,6,
8/28/2021 22:55:45,A2OVOVZBJYUO,047a25c3382c42999ceb1c78f6ebd524 ,Yes,4,1,4,2,2,1,Pretty much every suggestion it gave me would not have fit in my story.,4,4,4,6,99,6,
8/29/2021 22:19:41,A2OVOVZBJYUO,1745a412b5cb4638b35b9f6f63eb3e0b,Yes,5,4,4,4,4,4,Some of the suggestions did not make sense for my story.,6,4,5,5,90,6,
9/5/2021 16:08:28,A2OVOVZBJYUO,f8bc132e150846b18cfe36d6b9ad5ca5,Yes,5,3,3,5,5,5,It didn't have any ideas for me once.,6,4,5,5,80,6,
9/5/2021 16:21:26,A2OVOVZBJYUO,ceaefdd012e2487990dd4fc021233919,Yes,6,6,3,6,6,6,The suggestions were all very good.,6,5,6,6,75,6,
9/5/2021 16:36:54,A2OVOVZBJYUO,5d34143f64fc4820b7d4a53c85deac45,Yes,6,6,3,6,6,6,The dialog suggestions were great.,7,5,6,5,65,7,
8/15/2021 22:46:15,A2OVX9UW5WANQE,adac0650634f4228bdd483b8ce1f52ea,Yes,7,5,3,6,5,6,I thought they were good.,5,4,4,5,85,5,
8/15/2021 23:17:39,A2OVX9UW5WANQE,4ba0ab41e7a6458eacf213c24050ade3,Yes,4,3,4,3,3,4,Some were irrelevant. If I went to a new paragraph it got worse.,4,3,4,5,90,5,
8/15/2021 23:50:49,A2OVX9UW5WANQE,d99c239ccb2841f6bfe743f865126332,Yes,6,5,2,5,4,5,"I wished suggestions had given me more concepts, actual places to take the story",5,3,4,6,90,5,
8/16/2021 0:23:12,A2OVX9UW5WANQE,0676be9886614881a7c2f933ef80337e,Yes,5,4,3,5,5,5,"none really, these were good, they were odd sometimes but creatively good",4,4,4,5,70,5,
8/16/2021 3:05:57,A2OVX9UW5WANQE,3fa1c25393bc47dfb78329c8ce55857f,Yes,4,3,3,4,4,3,The suggestions were more for a review of a story than an actual story,3,4,4,6,80,5,
8/16/2021 4:03:10,A2OVX9UW5WANQE,d84e8db741bf49589f2f86663fbea879,Yes,6,6,5,5,5,5,none these were good suggestions,5,6,6,5,75,5,
8/23/2021 5:55:58,A2OVX9UW5WANQE,e2ccab5b997f4aa19f39ffdb86be4151,Yes,6,6,2,6,5,6,none,6,6,5,5,70,5,
8/23/2021 6:40:51,A2OVX9UW5WANQE,2498ee9c53db4a8ea651ea2b95501ef4,Yes,4,2,5,4,2,4,More creative suggestions that move the story along,3,3,4,5,75,4,
8/23/2021 7:11:14,A2OVX9UW5WANQE,ec682476ef21423390873e912f6006ae,Yes,4,3,5,3,3,2,Suggestions were more like reviews of something that story ideas,2,3,5,6,80,4,
8/23/2021 7:57:56,A2OVX9UW5WANQE,173cae0bcc714ba29bfeab4004d7fa85,Yes,4,3,4,3,2,2,They could be more creative and in the style of a story.,5,4,3,5,70,4,
8/23/2021 8:42:37,A2OVX9UW5WANQE,8a74fe9a415d47ae8b92897ef9554e2b,Yes,6,6,2,6,6,6,"None really, maybe more on topic",5,6,6,6,80,6,
8/23/2021 9:09:48,A2OVX9UW5WANQE,e94df2820e7644688623158f859d77ec,Yes,5,4,4,4,5,5,Less references to a book or movie or something.,5,6,6,5,80,6,
8/23/2021 9:46:48,A2OVX9UW5WANQE,e90a5ce2d98548a997fb8c3ab2213483,Yes,5,3,5,3,3,3,Suggestions that set up the next event better,4,4,5,6,85,5,
8/23/2021 10:43:29,A2OVX9UW5WANQE,8db452c23eba4955b778ef8e1f992d40,Yes,5,5,2,5,4,5,More complete thoughts that lend to the story progression,4,5,6,5,80,6,
8/29/2021 8:11:13,A2OVX9UW5WANQE,aa563d648ec34088a3e6d3924b53cffe,Yes,6,4,4,4,4,5,some suggestions were more of a review than a story generation,5,6,6,6,85,6,
8/29/2021 8:36:11,A2OVX9UW5WANQE,19feecc6b31445ca884ab5a9363975e8,Yes,6,5,3,6,5,6,There could have been more creativity and variety,5,4,5,6,70,6,
8/29/2021 8:55:23,A2OVX9UW5WANQE,26091bf5237b4586b9417be5d4ce7484,Yes,4,3,2,5,4,3,More suggestions to form an ending.,4,6,5,6,80,6,
8/29/2021 9:50:35,A2OVX9UW5WANQE,9750cd5d84274f9b8135be2e8fa8cc6d,Yes,2,1,6,2,2,4,more creative ideas and less repetition of ideas,3,3,2,4,90,4,
8/29/2021 10:29:34,A2OVX9UW5WANQE,377cda39f77d4be6bc47879d076b79d0,Yes,4,2,4,4,3,4,"more variety in suggestions, more story telling than reviews",5,4,5,6,80,5,
8/30/2021 5:23:06,A2OVX9UW5WANQE,05b655163b1e4e38b76c2785a0aea5bb,Yes,4,3,4,3,2,3,more variety in the suggestions,4,3,5,6,80,5,
8/30/2021 5:51:57,A2OVX9UW5WANQE,50e2383a31544349adae9a66d596cdf6,Yes,4,3,3,5,4,4,more variety and creative suggestions,4,5,6,6,85,5,
8/30/2021 6:40:23,A2OVX9UW5WANQE,2f923aba101d46dc9bfca5a6664342d7,Yes,7,7,2,7,6,7,more variety,6,6,7,4,60,7,
8/30/2021 7:27:45,A2OVX9UW5WANQE,820a0ffa457343b2a3d1e69a48d604e8,Yes,4,5,4,4,4,5,more variety in suggestions that took the story more directions,6,5,5,4,90,6,
9/5/2021 8:06:01,A2OVX9UW5WANQE,35399d7a3a994ff2a0425b156a33b2d7 ,Yes,6,5,3,6,5,6,less repetition,4,5,5,5,80,6,
9/5/2021 8:28:25,A2OVX9UW5WANQE,00d39011efcb4533ab12076801f74f42 ,Yes,5,2,4,4,3,5,more inspiration based on my ideas,4,3,4,6,85,6,
9/5/2021 8:45:25,A2OVX9UW5WANQE,ecdf98683b6641e3b99127df3ee66854 ,Yes,5,4,2,4,4,4,more helpful story ideas,3,3,4,5,65,5,
9/5/2021 11:31:12,A2OVX9UW5WANQE,f3e888eebc91402e9a4b5266ea5c6389,Yes,5,5,3,6,5,5,more detailed storyline,5,6,5,5,75,6,
9/5/2021 15:57:05,A2OVX9UW5WANQE,f11975fed1994467a041c56aab447dcb,Yes,6,5,2,6,6,6,more story development like characters and plot,6,6,6,5,60,7,
8/24/2021 10:57:13,A2PLJREKV92BZN,d82fbce7f1c14deb8d72cde551f2c1a8,Yes,7,7,2,6,7,5,I think it could have helped me write a better conclusion. ,6,7,6,7,90,7,
8/15/2021 17:24:45,A2QKAA5YS0P4CI,499f9577962c4a2c98aee3f5b6098a71,Yes,7,7,1,7,7,7,"Everything went very well and I don't think that the system needs any improving, it worked perfectly",7,7,7,6,90,7,
8/16/2021 10:42:31,A2QKAA5YS0P4CI,d751bbe533c947da999264d16545705d,Yes,7,7,1,7,7,7,The AI system worked perfectly and the suggested lines worked perfectly with the story that was already in progress. The suggested lines enhanced the story that I had going,7,7,7,7,98,7,This is a wonderful product that would be well used by many people
8/25/2021 13:09:22,A2QKAA5YS0P4CI,fb0562d64a314d2088af7d18ea7dc210,Yes,2,2,6,2,2,4,"The system kept giving me the same general suggestions over and over. The system was not specific enough, it just kept saying the same thing and giving the same suggestions",3,7,3,7,90,3,
8/15/2021 17:22:29,A2QX3YJXAAHHVV,36bc101319da4b3590b96bce76f7c02c,Yes,7,7,1,7,7,7,It gave me scoring and scene credit writing tips.,7,7,7,7,50,7,
8/16/2021 6:04:32,A2QX3YJXAAHHVV,a6fdd2b52268416d9b3ebf015fa82e18,Yes,6,7,1,6,7,6,"I kept getting book and movie title recommendations. There was also a blank box that said ""type""",7,7,7,6,30,7,"The system can almost write an epic fantasy prequel by itself! It did suggest Book/movie titles, and scoring options, that were not helpful. "
8/16/2021 8:35:36,A2QX3YJXAAHHVV,b978d5f14d4e4a5291d28757a84f0796,Yes,6,7,2,5,6,6,"It seems to have a tendency to use a passive, or 3rd person tone. The style could be made to be more active. ",7,7,7,6,50,7,"There are so many MOVIE TITLE NAMES/RECOMMENDATIONS!
This AI wants to title your story as a movie, and seems to lean on fantasy/magic elements."
8/16/2021 8:53:21,A2QX3YJXAAHHVV,641b82584ed44b07b06840e2d0d9e75b,Yes,6,5,2,4,5,5,"It ran out of ideas, and I had a Google popup saying no suggestions. The story was very meta, different versions of myself, so it may have confused the AI. ",5,7,6,7,80,7,The multiple self storyline may have confused the AI. 
8/16/2021 9:11:39,A2QX3YJXAAHHVV,2f8c2905bd764dd1a70ed96115e75edb,Yes,5,6,2,4,4,6,"The Ai didn't want to expand on features, the description of things. I cycled through several times. ",6,6,6,6,90,7,"I ran into the ""System has no recommendations"" twice in this session. It seems to want to make everything magical/fantasy. Location descriptions seem to be a weakness. "
8/16/2021 9:27:54,A2QX3YJXAAHHVV,bf739551dea348c48635d2fbabb51ed3,Yes,7,7,1,7,7,6,"The AI had a very quick, whimsical change of pace/tone. It was like taking a serious, introspective look, and just introducing Tim Burton and magical elements to it.",7,6,6,6,30,7,"The AI didn't follow my lead, but came up with an amusing twist all on its own. Unintended, but not unappreciated! I enjoyed it!"
8/16/2021 14:06:32,A2QX3YJXAAHHVV,c72d65250b4f4c1193e2f089afe9429c,Yes,7,7,1,6,7,7,"The prompts were great. I was going for a dystopian horror theme, and it played right along! It needs to work on specifics to flesh out the story environment. ",7,7,7,7,60,7,There seems to be a high amount of suspense/magical/fantasy bias toward the stories.
8/16/2021 14:23:49,A2QX3YJXAAHHVV,17f65e14d6ab4f7596367a394daf3f82,Yes,7,7,1,7,7,7,"Many of the points of this story seemed cliched. I largely let the AI go its own direction here, and it read more like a movie plot, than its own short story",7,6,7,5,30,7,"The AI has a tendency at times, to use passive voices, synopsis-style writing instead of active voice. While it still is a short story, it feel like an IMDB page, and uses terms from copyrighted fantasy games e.g., the Swarm, ""Alliance and Horde"" from Warcraft for example."
8/16/2021 15:08:03,A2QX3YJXAAHHVV,e473eeedb2ed40038c043c95303a990e,Yes,7,7,2,6,6,5,"The Ai seemed to struggle with conversations between people, giving suggestions for good pointed/natural responses. ",6,7,7,7,80,7,The dialogue suggestions here seemed a little weak. There were not many natural or free-flowing conversational responses generated for a human interaction
8/16/2021 15:42:26,A2QX3YJXAAHHVV,562cda138b314c97b21ba43f691b79ec,Yes,7,7,1,7,7,7,"The Ai did a great job in helping determine what I intended to write. I mentioned heaven, and they came through with strong adjectives like soft wings, soft light, slowing robes etc. ",7,7,7,6,50,7,The Ai always wants to talk in 3rd person or passive tones-it's not as energetic as it could be. It also had some very cliched responses. 
8/16/2021 15:59:38,A2QX3YJXAAHHVV,c0bda7b135404137b66b5ade3bf1c8bc,Yes,7,7,2,6,7,6,The Ai seems to have a weakness in continuing personal conversations. It has issues generating a natural response/flow in emotional situations. ,7,7,7,7,80,7,"Sometimes I am impressed by the detail and continuations of the AI. It opened the conversation scene normally, as a human wood. Then it promptly went off the rails with redundant and hilarious alternatives!"
8/17/2021 13:40:33,A2QX3YJXAAHHVV,d4a9f1685bf541d29e96abe560ef4589,Yes,7,7,1,7,7,7,"The Ai was very good, and created the high priest character all by itself. It wanted to describe everyone as having long and flowing (robes, beards, or hair).  ",7,7,7,6,60,7,The Ai seems to have weaknesses in descriptions and dialogue. Everything else worked great!
8/17/2021 13:56:31,A2QX3YJXAAHHVV,3ca31115e49946af820f4e5c6cc31311,Yes,7,7,7,7,7,3,"The AI got stuck in a loop of the wolf saying he'd eat the pig, and her saying that he wasn't. It choose a zany tone, and had some hilarious twists!",7,6,6,5,30,7,"The AI came up with some genuinely hilarious quotes. ""I'm going to haunt your dreams, and your nightmares, and your waking hours...and your bathroom breaks.""  is amazing. This whole story felt like something Trey Parker/Rick and Morty dreamed in an drug trip, lol.  I tried to lighten it up, cause it discussed mature themes. "
8/17/2021 14:12:09,A2QX3YJXAAHHVV,626255ec39a349df84e75196a01c9e55,Yes,5,2,7,4,3,2,"The Ai seemed to struggle in dialogue. It used the phrase ""And the (pig or wolf) was like..."" every sentence in the conversation. It felt like a teen narrating! ""Like, he did this, and like, she was like, no, like don't"" ",5,6,7,3,50,7,The Ai had some issues making natural sounding/logical conversations between two characters.
8/17/2021 14:31:20,A2QX3YJXAAHHVV,11142ca391e749809df56da90091adb4,Yes,7,6,1,7,7,4,"The system got stuck on giving the pig cancer. Multiple times. It twice only had rows with options of giving the pig cancer, and the getting cancer again. It went super dark quickly, even when I tried to lighten it up. Poor pig. ",7,6,7,7,20,7,"Apologies if this story is too dark/triggering!!!!!! I decided to let see where the Ai would go, without much character dialogue, as it told the story. It wanted the wolf to boil/burn/slaughter the pig, and then give it cancer from the uranium. I lightened it up a little bit, but it went dark quickly! Ai also doesn't understand how Radio antennae work, but it was humorous, so I left it in to contrast with the other darker elements!"
8/17/2021 14:50:05,A2QX3YJXAAHHVV,65c928cb0ce8466fa757955c2d32814b,Yes,7,7,1,7,7,7,"After the pigs dropped the wolf in the river, he might be wet, cold, shivering, frightened etc. The AI only gave the option of him being angry. It seemed to have a weakness on emotiona reactions to situations. ",7,7,7,7,70,7,"Ai did a great job of writing things in story-form, but wants to put things in passive tense. Conversation follow-ups seem unnatural. "
8/18/2021 6:19:56,A2QX3YJXAAHHVV,36a7437e63c64ad99a8e4cc9433a7be1,Yes,7,7,2,7,7,7,"The Ai wanted to write the story like a IMDB review. It also kept wanting to add ""This film was adapted by Amazon/MGM etc. It also used character names from Sons of Anarchy, Jack Bauer, Hunger Games, and other pop culture franchises. ",7,7,7,7,60,7,The tone can be changed to be more active. The AI seemed to be ripping character names from popular franchises. 
8/18/2021 6:46:36,A2QX3YJXAAHHVV,7b2436bbf42d4c529fdcc62a83329e83,Yes,6,7,2,6,6,7,"The Ai did a great job on the overall concept (Matt Damon fans pressuring the alien into releasing him), but the specifics were more difficult for it. It didn't want to paint a detailed pictured, but rather give a drier synopsis",7,5,7,5,40,7,"The AI struggles to give natural flowing scenes, or dialogues without repeating itself. "
8/18/2021 7:09:49,A2QX3YJXAAHHVV,609f971913b14a89b36076dc038bf02f,Yes,7,7,1,7,7,7,"The Ai wanted the story like a movie description page.  It had some great ideas, but had some cliched notions about China. It could be more active, personal, and original with key countries. ",7,7,7,7,50,7,"I love some of the ideas from the AI-Geriatric grandparents fighting a corrupt government is a show I'd watch! The Ai writes things like movie reviews, which could be very intriguing if brought to the big screen!"
8/18/2021 7:45:54,A2QX3YJXAAHHVV,88daaed513824fbd9c77746eec7862d9,Yes,7,6,4,6,6,7,"I let the Ai choose the direction, and the plot it chose seemed very familiar. ""New Jerusalem"" seems very cliched. I Googled some of the suggestions, and they were just plots from Matrix, Walking Dead, and other post-apocalypse dystopian shows. ",7,7,7,3,30,7,"The AI wanted to make suggestions related to meta-data e.g., ""This show was adapted by MGM, and grosses $400 million, or talking about who it starred. "
8/18/2021 7:52:40,A2QX3YJXAAHHVV,88daaed513824fbd9c77746eec7862d9,Yes,7,7,4,7,7,7,"The Ai used several names from Matrix, Walking Dead, and other post-apocalyptic shows. It tried to put in movie data (adapted by MGM, box office $40 mil, etc.)",7,7,7,6,30,7,"The AI wants to write thing like a critical review/explanation. The themes seemed vaguely cliched (New Jerusalem, religious leader controlling survivors)"
8/18/2021 9:45:29,A2QX3YJXAAHHVV,f878effe792c4076a90bf4b69daf33e7,Yes,6,7,1,7,7,7,"The Ai kept wanting to put phrases like ""This film was adapted, this book was written, this story first published, etc """,7,7,7,6,70,7," The AI did an excellent job of portraying an emotional scene between two grandparents. It often wanted to title and self-reference the story, e.g. ""This is the story of X by X"""
8/18/2021 10:03:19,A2QX3YJXAAHHVV,0701c34e77564a46accbddb80138116c,Yes,7,6,1,7,7,7,"I am not sure the AI understood hostage situations, and I had to write a natural trade situation (Trade X, get hostage back). It did however, have funny ideas about trading him for plastic, haha. ",7,7,6,7,70,7,The grammar and tenses often seemed to revert back to passive voice. 
8/18/2021 10:23:32,A2QX3YJXAAHHVV,8610d3166aea4491b673112459745fc1,Yes,6,7,1,7,7,7,"The AI had issues with tone, and seemed to wanted to be all 3rd person, omniscient narration. It's less engaging than first person, active verb tenses. ",7,7,7,7,50,7,"The Ai did a great job of detailing the abilities and spells of the knights, giving them a fleshed out background. When I switched to first person perspective, it ran out of good advice. "
8/18/2021 11:30:38,A2QX3YJXAAHHVV,5fe6fd486c824ec9ae9f7a5cfe422491,Yes,7,7,1,7,6,7,"The AI struggled a bit with our conversation with the bee. Its responses was stilted and unnatural. It, however, had the grand revelation that evil wasps had taken over our mothers body. ",7,7,7,7,70,7,"The Ai loved to put a conspiracy spin on the story. Fantasy seems to be its choice. Of course wasps had taken over your mother's body, and that's why she kept you indoors. "
8/18/2021 11:49:20,A2QX3YJXAAHHVV,931c030acd5e41b1bfac856da1aeb8e3,Yes,7,6,1,7,7,6,"When in a conversation, the Ai can ""Loop"", and keep having the characters say the same thing to each other, instead of creating new dialogue",7,7,7,7,40,7,"I tried to let the Ai write the conversation between Obama and JFK, but it just really struggled to make it sound natural. It also wants to introduce space/sci-fi/fantasy/magic into most stories. "
8/18/2021 12:21:14,A2QX3YJXAAHHVV,ca8ad78852e7427598cb82fa420483b4,Yes,7,7,1,7,7,7,"The Ai used cliched phrases. ""Zom-B-Gone"" is a term that has been used from Powerpuff girls/Call of Duty etc. ",7,7,7,3,10,7,"I let the AI go its own way here, with hilarious results. I never would have put Lee Harvey Oswald and Obama vanquishing zombies in a Kansan town with magic sticks, but the Ai did! This type of narration/passive story seems to be its strength. "
8/18/2021 12:43:16,A2QX3YJXAAHHVV,61365e6b13164a04b33e0c5b18aa73c8,Yes,7,7,1,7,7,7,"The AI strongly preferred fantasy elements over more realistic ones. This is creative writing, but it may be useful to have some more current, fiction prompts set in our own time so we don't need to resort to magic/super-tech/fantasy for every story. ",7,7,7,6,60,7,"The verification button on the bottom takes a second to load. It might be useful for it to say ""Transmitting""/ ""Saving"" etc so we know it's working!"
8/18/2021 14:22:27,A2QX3YJXAAHHVV,66a790d09bc345608cb23e4bed92bd7a,Yes,2,5,4,2,4,2,"This was a very buggy writing session. There were so many irrelevant notes, that perhaps this theme was following a movie. ""This film was filmed in the Czech Republic"" ""Adapted for screen in 2013"" ""This is a story by"" etc suggestions that had nothing to do with the plot. ",4,7,7,6,80,6,"Writing in this tone seems to trigger the AI to prompt ""author/creation/filmed in"" hints, not useful suggestions. "
8/23/2021 6:11:42,A2QX3YJXAAHHVV,e473b59b1628452f9d7ac68bea6d36ff,Yes,7,7,1,7,7,7,"The AI did a good job here. Aside from saying ""This is a book by.."" ""Available on Amazon"" It had no issues with providing good prompts. ",7,7,7,7,80,7,"AI wanted to credit random websites/authors/producer for this, perhaps based on the phrase ""Lost generations"""
8/23/2021 6:29:20,A2QX3YJXAAHHVV,f4726c879c9d4e43ab6a63a3d732a988,Yes,7,7,1,6,7,7,"Gender continuity issues in suggestions, and natural flow of character dialogue can be made smoother, otherwise good!",7,7,7,6,70,7,"The AI had my kid tell me I was the ""best mom and dad in the house""  I'm hermaphrodite, I'm like an Earthworm parent, I guess! It struggles slightly with the naturalness of the conversation between people, but otherwise was great and hilarious!"
8/23/2021 6:47:37,A2QX3YJXAAHHVV,233f1efcf0274acba92f46bf2f8766d2,Yes,7,7,1,7,6,5,The suggestions didn't have many creative dialogue options for the bee explaining her plans/why I was queen,7,7,7,7,70,7,"The AI struggled a little in explaining why the character was queen of the bees, or what they wanted her to do. It has had conversational issues previously, having a hard time explaining or clarifying statements/questions, and following a natural human flow. "
8/23/2021 7:11:06,A2QX3YJXAAHHVV,1e6ecfa3fa7c4fd7ad7c10470546f654,Yes,7,7,1,7,7,7,"The Ai had many cliches-James Bond/Austin Powers plots, Russians=bad, a ""doomsday device"", and many rude/negative things to say about Trump. ",7,7,7,6,40,7,"The AI had many cliched suggestions. It also got stuck in a paraphrase/small changes only loop. ""They're afraid of the way the world is changing. They're afraid of the way the world is becoming more open and free. They're afraid of the way that people are becoming more educated and more connected. They're afraid of the way that people are becoming more individualistic.""

"
8/23/2021 7:39:13,A2QX3YJXAAHHVV,ccb5736dcef54a36af942d6f7b06ed82,Yes,7,7,1,7,7,7,"Everything worked well here, if a little gory at the end. The AI had some very creative twists. ",7,7,7,5,60,7,Enslaved bees gaining their freedom by killing a tyrant who wanted them to build the biggest palace in the multiverse. Yep. Hilarious/Dark/unexpected. 
